6.88674	6.71932	10.1826	9.81554	12.0841	12.7721	13.0638	15.8922	13.4764	18.3412	17.7667	22.3273	41.2496	79.8992	57.6429	42.5073	75.8843	53.2645	22.8668	8.21004	3.08898	0.406383	0.965	-0.35866	1.33142	-0.187674	-1.59647	2.94416	0.076275	-0.663215	1.97814	-2.26676	2.41783	-0.786294	0.999904	1.72891	-0.919743	2.75346	-1.05469	1.86125	1.23796	0.328664	3.14554	-0.323768	3.452	1.65393	2.25359	3.64313	0.798591	4.09284	0.998589	3.26487	3.76633	2.18372	5.32162	2.36547	5.91841	11.2497	18.3552	10.5576	4.25486	5.23857	2.75403	4.26366	14.6109	15.0597	8.13963	1.48505	2.4092	0.165846	0.418552	1.21156	-0.242511	2.06176	-0.316915	0.629331	0.640378	-0.281724	1.50842	-0.683636
7.59058	7.03323	11.485	10.5975	13.6336	15.2635	14.5942	18.5465	15.9071	20.8893	22.124	25.1768	59.21	90.9795	58.713	53.8783	90.0042	52.3499	23.7065	8.41092	3.18655	1.07299	0.831457	0.296877	1.28416	-0.194511	-0.605546	4.61645	2.2424	1.57689	4.52197	-0.673066	4.1832	0.44789	2.18906	2.56664	-0.526784	4.14155	-0.656474	2.34015	1.11968	0.026314	3.19042	-0.319318	3.60519	1.48999	2.18849	4.14826	0.80132	4.49303	1.56605	3.29181	4.03699	2.61896	6.29587	3.57415	6.46931	15.702	18.8089	10.9607	3.9142	5.42898	3.15947	4.82452	18.7494	13.6381	8.20999	0.774301	2.47737	0.197815	0.121899	1.65629	-0.96082	2.06977	-0.674463	0.325871	0.706268	-0.602381	1.73767	-0.778038
9.26996	7.82858	13.0747	11.928	14.471	17.0767	15.4464	20.2534	17.1539	22.1179	25.8735	28.0841	78.005	94.4758	58.2726	66.6843	96.3867	47.5195	20.7848	8.14509	1.93429	2.51205	0.285776	0.246326	1.35784	-0.717015	-3.23535	3.2032	-0.163642	0.554384	4.81954	-1.50293	5.23855	-0.227731	1.19356	1.92502	-1.80964	4.18475	-1.32443	2.29155	0.750142	-0.409806	3.28593	-1.52485	3.66025	0.654573	1.77278	3.60967	0.63369	5.35105	2.03942	4.03706	4.25483	2.78536	6.6068	4.14336	7.53181	19.9918	17.336	11.0893	3.65671	6.77114	4.01697	7.83991	23.0035	11.8488	8.56589	-0.250984	1.99454	-0.228701	-0.672348	1.53647	-2.03234	1.60891	-1.01176	-0.025776	0.690123	-1.44694	1.66144	-1.31196
9.59617	8.32299	13.5091	12.7609	15.0173	18.2561	16.1713	21.5548	19.3218	23.5169	29.2431	32.5292	91.957	93.0654	56.8625	75.5192	94.4407	41.9231	16.2878	7.15152	-0.726934	1.91032	-0.620584	-0.664397	1.07147	-2.20629	-2.02182	4.89274	-0.130125	0.730947	5.36051	-0.849567	6.3622	-0.312489	2.14117	3.10382	-1.43804	4.61935	-1.70402	3.06353	1.64498	0.684715	4.32604	-0.811199	4.25663	0.939757	1.96826	4.5078	1.19753	5.93486	2.23156	5.03446	5.01131	3.57641	7.51852	5.19307	9.97825	23.0894	16.8695	10.7223	2.98535	6.60746	3.78393	9.67304	24.1831	10.3295	8.46204	-0.197381	3.00186	0.722901	-0.547281	2.46672	-1.67488	2.58795	-0.519553	0.380708	1.60738	-1.00641	2.39556	-1.31736
9.47627	8.05909	13.307	12.6698	14.4297	18.062	15.5296	20.5887	19.2412	23.1806	29.2793	34.7285	99.1049	91.1164	57.0996	83.0718	93.2712	40.1564	15.0285	8.13386	-0.575228	3.19124	0.464521	0.434381	2.49318	-1.25378	-2.56372	5.15217	-0.681494	-1.29449	3.2597	-3.78251	4.06184	-2.22693	1.3213	2.74088	-1.83011	4.37617	-2.73422	2.54477	0.599832	-0.725165	4.4368	-0.849765	4.93823	1.02048	3.17748	5.64684	1.48159	6.94324	2.00327	5.34494	5.59872	4.08777	8.11372	4.53275	10.5972	23.9606	15.6934	10.8124	3.15661	7.46036	3.54706	11.008	24.7665	9.21065	8.12137	-0.692845	2.40815	0.352461	-0.521335	2.96462	-1.73585	2.77452	-0.553545	0.584378	1.85473	-1.55617	2.8023	-1.10926
9.80175	8.24516	13.4669	12.9592	15.0142	18.6219	16.2308	21.5151	19.843	24.1574	30.2913	36.3208	101.459	89.4233	56.8967	84.5047	91.2883	39.4205	13.2975	7.41258	-1.7087	2.45139	-0.373496	-0.555794	2.24663	-2.61693	-0.934424	8.62153	1.29065	0.444188	5.11731	-3.02081	5.88864	-1.28641	2.61644	3.59522	-1.62708	5.4737	-2.45239	3.45996	1.86344	0.084536	5.14652	-0.646909	5.65777	1.1165	3.13342	5.83967	1.51375	6.66731	1.39257	5.71309	4.96618	3.85515	8.22024	4.86844	12.0081	25.1169	16.0386	11.0711	2.88238	7.48481	3.40933	12.0519	25.1807	9.61157	8.56298	-0.63837	2.75569	0.478763	-0.530365	2.87364	-1.84854	2.95167	-0.252274	1.48298	2.34081	-1.05377	3.11293	-1.01369
9.35906	7.27655	13.1979	12.7114	14.5444	18.5009	16.0706	21.2604	19.1239	23.3696	30.1407	36.6386	103.299	89.787	58.262	86.8359	92.4402	40.9783	14.8797	9.79089	-0.198546	4.00053	0.280431	-0.186541	2.83761	-2.16884	-1.66034	9.3758	3.42136	2.8038	6.99279	-1.70758	7.8725	-0.181729	3.66602	4.51578	-0.786685	6.49772	-1.51807	5.04701	1.65309	0.238673	4.99965	-2.02367	5.0902	-0.25181	2.45545	4.55081	0.754472	7.09778	1.61388	5.86814	4.94461	4.09526	8.54157	5.14717	12.876	26.4189	16.3237	11.2658	3.09776	8.08278	3.97775	12.9519	26.8389	10.1277	8.97081	-0.593171	2.94427	0.552904	-0.302117	2.87903	-2.34973	2.65682	-1.27403	0.599626	1.80976	-1.72373	2.77381	-1.6727
9.75142	7.38783	13.3829	12.4196	14.353	17.9736	15.7376	21.2817	19.4357	23.9714	29.9144	37.414	103.72	88.4419	57.689	85.8783	91.0064	39.9156	13.982	8.8612	-1.5566	2.88158	-0.703428	-1.22604	2.13759	-3.05885	-0.831793	9.27511	3.54295	4.00196	8.27506	-2.84442	7.39115	-0.74636	4.67098	5.30672	0.623387	8.23349	-0.443969	5.43503	2.40684	1.4665	6.92338	-1.03345	6.15515	0.747042	3.63081	5.14551	0.762886	7.45202	1.76776	6.82553	5.64088	4.20609	8.4536	5.28834	13.3679	27.1839	17.5673	12.2756	3.19906	8.0713	3.92307	14.3414	28.6204	10.4834	9.78534	-0.340177	3.89864	1.42082	-0.22338	3.57633	-2.00323	2.96232	-1.1641	0.28611	2.23342	-1.27249	3.61391	-1.30595
9.12706	6.86843	13.0703	11.9052	14.1495	17.4478	15.4164	20.9232	18.9243	23.6431	29.5727	36.4683	103.489	88.1295	56.8796	85.9297	91.0139	39.1666	13.0171	8.41643	-1.48837	3.20171	-0.130995	-0.090306	3.03042	-2.4941	-2.34043	8.23713	1.57658	2.70236	7.39551	-2.31508	8.0224	-0.667869	3.37386	3.59559	-1.24937	7.52674	-0.762039	5.77841	1.84297	0.862095	6.46198	-0.777609	7.59	1.84257	4.66978	6.43488	1.86101	7.96067	2.22287	7.14002	5.79683	4.44249	8.00569	4.65062	12.9282	27.6651	17.6356	12.7437	3.34675	8.40683	3.44701	14.1706	29.2328	10.5158	9.77565	-0.690224	3.32029	0.666109	-0.180427	3.73419	-2.00154	3.67615	-0.123157	1.61271	2.70263	-1.2411	3.96289	-0.984804
9.89038	7.50576	13.5442	12.3405	14.684	17.7828	15.5365	21.5263	19.3426	23.9409	30.2315	37.0155	103.381	87.3163	56.8104	85.6987	89.4734	38.6997	12.6647	8.04535	-2.17679	2.73067	-0.239744	-0.945067	2.74459	-3.46	-4.01325	6.73636	-0.354883	0.02929	5.65166	-4.47926	6.46803	-1.463	3.4684	3.51326	-1.51049	7.43341	-1.34062	5.43493	2.27326	1.05134	6.76172	-0.25905	7.57785	2.12183	3.79683	5.58376	1.23459	8.42136	2.14536	6.68605	5.33547	4.31741	9.49718	5.22981	13.97	29.7526	19.5893	13.8412	3.41441	8.88824	3.82358	15.0685	30.4485	11.3015	10.7625	-0.126236	3.70091	1.11778	-0.792002	3.52966	-2.05008	3.67441	-0.324838	0.952926	2.29657	-1.71069	3.51434	-1.3499
9.5717	7.12835	13.3212	11.9968	14.1429	17.8453	15.459	21.2185	18.5603	23.264	29.1791	35.6795	100.488	85.5151	54.9046	83.1072	87.7425	37.1407	11.0195	7.48443	-2.50764	1.8262	-1.39134	-1.57551	2.13365	-4.16164	-1.65266	10.2198	2.76396	2.7178	8.51813	-0.932744	8.92932	-0.346772	3.77894	4.48798	-0.248581	8.7569	-0.864583	5.99415	2.82795	1.40068	7.00542	-0.264275	7.31982	1.45609	3.59223	6.82811	2.44785	9.56046	3.54838	8.43522	6.89598	5.66791	10.6946	6.94379	15.3755	31.4996	19.9875	14.4625	4.88714	10.1801	5.91032	16.1773	32.4586	12.2201	10.9674	0.32861	4.2061	1.54153	0.100523	4.49975	-1.51658	4.25346	0.097765	1.97129	3.56859	-0.503708	4.91905	0.160331
8.60829	6.05809	12.8967	11.8862	13.7036	16.8887	14.7514	20.7838	18.6	22.7567	28.8004	35.6375	100.595	85.3769	55.8883	83.5041	88.5743	38.8825	13.4794	9.46561	-1.36909	2.86949	-0.081411	-0.680287	3.07067	-3.67196	-5.76775	7.37833	0.304209	0.129756	6.36608	-3.71681	7.73819	-2.395	1.60509	2.97995	-1.71979	7.45629	-2.61376	5.27616	2.13944	1.13995	7.05269	-1.75796	5.90272	0.394004	3.02261	4.8326	-0.692713	6.59323	0.597878	6.35102	5.94722	4.27727	9.30007	5.81257	15.339	32.7867	20.5625	14.1809	3.71237	9.51215	4.58462	16.3011	33.5589	12.6318	11.7741	0.582322	4.12837	1.37739	-0.618332	4.13558	-2.18048	3.44387	-1.00365	0.829396	2.66893	-1.27155	4.14807	-1.24486
9.72746	6.78823	13.1733	11.7844	13.8771	17.1119	14.9806	20.516	18.5441	23.2336	28.2434	35.8109	100.657	83.7287	55.1309	83.1835	86.5539	36.9812	11.4908	7.08843	-2.78424	2.26466	-0.753484	-1.28605	2.1061	-3.70131	-1.75267	10.6311	3.3071	3.52993	9.44825	-1.74844	9.19889	-0.783826	3.70521	4.31123	-0.661536	8.69987	-0.941679	6.51198	2.46896	0.370957	6.3505	-1.25085	7.14453	1.29089	4.20275	7.32293	2.65846	10.5392	4.06302	9.54085	7.45121	5.89546	11.1992	6.73549	17.042	34.2821	21.7231	15.3614	5.00702	10.696	4.78025	16.8055	33.9219	12.4896	11.0409	-0.412675	4.21112	1.24241	-0.45137	3.79019	-1.74299	4.55621	-0.378838	1.51416	2.81567	-1.43403	3.69403	-1.36846
8.84849	5.98689	12.6009	11.5734	13.5729	16.9165	14.6182	20.4777	17.6567	22.1427	28.4102	34.5188	98.5481	83.1883	54.367	81.5765	85.4824	37.4225	11.858	8.54454	-2.1607	3.3656	-0.153116	-0.680125	3.0138	-3.19956	-3.99869	8.01551	2.14759	2.96025	8.11567	-2.9599	9.62357	0.06304	4.66296	5.36547	-0.973883	7.84708	-1.84626	6.68817	3.76291	1.33344	7.27012	-1.25717	7.73262	1.90252	4.42481	6.96424	1.77312	9.27582	2.1897	8.23248	7.33264	6.16956	11.7842	8.26756	17.7482	36.2684	22.495	16.0175	4.70872	10.744	5.76198	17.9855	35.7129	13.3072	11.7234	0.050111	3.99626	1.35832	-0.428193	4.02372	-1.88859	4.38863	-0.376703	1.13259	2.85814	-1.51304	4.1965	-1.23457
9.32616	6.30623	12.3751	11.4886	13.4327	16.7498	14.2035	20.5928	17.8219	22.0375	27.9231	34.2026	97.0972	82.3582	53.577	79.9088	84.1904	36.497	11.1133	8.17562	-2.37615	2.77417	-0.255678	-0.772157	2.96141	-3.60971	-4.09456	7.65854	0.077017	1.62031	8.18316	-2.11887	9.01019	-0.778574	4.13648	5.28265	-0.633093	8.69179	-2.37645	4.89153	1.41206	0.014167	6.77563	-0.720733	7.48551	1.90011	4.90353	7.57428	2.02264	9.67765	3.11132	8.24114	7.91969	7.13436	12.3455	8.42855	17.7406	37.6949	24.1365	17.2093	5.41453	11.256	5.79833	19.1985	38.2555	14.9571	13.2182	0.599231	3.87143	0.890529	-0.746657	4.54817	-2.32479	4.29321	-0.718055	1.03073	2.93152	-1.33351	3.80098	-1.90006
8.04944	4.77214	11.9515	10.7747	12.6113	15.4144	13.0398	19.0729	16.3034	21.4729	27.0016	32.9442	95.0174	80.7018	52.1244	77.1712	82.9732	35.6587	10.7965	7.22716	-3.77245	1.38159	-1.64269	-2.33504	2.26119	-3.38559	-3.55008	9.28304	0.712873	1.75955	8.16739	-2.78099	9.37429	0.38757	5.67305	5.70804	-0.409631	10.068	-0.105574	7.75785	3.39356	1.93299	7.78937	-1.01158	8.31492	2.17247	5.41491	7.88922	2.73983	10.0496	3.33758	8.39094	7.59026	6.54414	11.9354	7.8644	18.0351	39.2238	25.46	17.4302	6.21062	12.0114	6.34263	19.7602	39.3882	15.0909	12.7814	0.209818	4.75039	2.00856	0.846603	5.67466	-0.684156	5.33366	0.322073	1.85238	3.45235	-0.888569	5.11915	-0.767055
